XPath,210013003.5.xml,210308003.1.xml,210308004.2.xml,210308005.2.xml
/eml:eml/dataset/otherEntity/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/entityDescription,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/entityName,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/entityType,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/authentication,2.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/authentication/@method,2.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/online/url,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/objectName,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/size,1.0,0.0,0.0,0.0
/eml:eml/dataset/project,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/abstract/section/para,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/abstract/section/para/itemizedlist/listitem/para,4.0,4.0,4.0,4.0
/eml:eml/dataset/project/funding/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/administrativeArea,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/city,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/address/postalCode,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/electronicMailAddress,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/givenName,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/surName,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/onlineUrl,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/role,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/title,1.0,1.0,1.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0
/eml:eml/dataset/pubPlace,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,2.0,2.0,2.0,2.0
