XPath,3002.1.xml,3002.2.xml,3002.5.xml,3002.6.xml,4010.3.xml,4011.4.xml
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution,0.0,0.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/distribution/@scope,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,0.0,0.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights,0.0,0.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para/literalLayout,4.0,4.0,4.0,4.0,4.0,4.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,0.0,0.0,9.0,9.0,12.0,13.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,0.0,0.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/maintenance,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance/description/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/@scope,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods,0.0,0.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/para,0.0,0.0,1.0,1.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,4.0,4.0,3.0,3.0,0.0,1.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.0,2.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/literalLayout,0.0,0.0,0.0,0.0,3.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/title,0.0,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/pubDate,0.0,0.0,0.0,2.0,2.0,2.0
/eml:eml/dataset/publisher,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/@scope,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,4.0,4.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,0.0,0.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/organizationName,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone,1.0,1.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/phone/@phonetype,1.0,1.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,0.0,0.0,2.0,2.0,2.0,2.0
