XPath,BNZ_2005_EML,BNZ_2007_EML,BNZ_2008_EML,BNZ_2009_EML,BNZ_2010_EML,BNZ_2011_EML,BNZ_2012_EML,BNZ_2013_EML,BNZ_2014_EML,BNZ_2015_EML,BNZ_2016_EML,BNZ_2017_EML,BNZ_2018_EML
/eml:eml/dataset/maintenance/description/section/title,1.26,1.3,1.51,1.42,1.16,1.04,1.09,1.16,1.52,1.12,1.28,1.54,1.5
/eml:eml/dataset/metadataProvider/@scope,0.3,0.26,0.26,0.24,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,0.3,0.26,0.26,0.24,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/positionName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/description/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para,0.78,0.94,0.88,0.94,1.67,1.61,1.97,1.84,1.53,1.45,1.43,1.69,1.26
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,0.24,0.27,0.32,0.26,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/title,1.08,1.28,1.2,1.31,1.91,1.65,1.97,1.84,1.53,1.45,1.43,1.69,1.26
/eml:eml/dataset/methods/sampling/samplingDescription/section/para,0.37,0.42,0.47,0.67,0.82,0.88,1.0,0.92,0.97,0.77,0.89,1.0,1.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/para/literalLayout,0.12,0.12,0.16,0.18,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/title,0.49,0.54,0.62,0.85,0.94,0.9,1.0,0.92,0.97,0.77,0.89,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/@scope,0.13,0.13,0.18,0.2,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/@scope,0.1,0.09,0.14,0.15,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,9.58,5.26,3.95
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,9.58,5.26,3.95
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,9.58,5.26,3.95
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,9.58,5.26,3.95
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/geographicDescription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,9.58,5.26,3.95
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/references,0.4,0.4,0.58,0.74,0.86,0.55,1.0,0.91,0.85,0.64,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/references/@system,0.01,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/@scope,0.13,0.13,0.18,0.2,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.49,0.54,0.62,0.85,0.94,0.9,1.0,0.92,0.97,0.77,0.89,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.49,0.54,0.62,0.85,0.94,0.9,1.0,0.92,0.97,0.77,0.89,1.0,1.0
/eml:eml/dataset/otherEntity/@id,0.06,0.07,0.1,0.09,0.15,0.55,0.02,0.51,0.13,0.15,0.24,0.2,0.0
/eml:eml/dataset/otherEntity/entityDescription,0.06,0.07,0.1,0.07,0.11,0.53,0.02,0.36,0.07,0.15,0.24,0.2,0.0
/eml:eml/dataset/otherEntity/entityName,0.06,0.07,0.1,0.09,0.15,0.55,0.02,0.51,0.13,0.15,0.24,0.2,0.0
/eml:eml/dataset/otherEntity/entityType,0.06,0.07,0.1,0.09,0.15,0.55,0.02,0.51,0.13,0.15,0.24,0.2,0.0
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.06,0.07,0.1,0.09,0.15,0.55,0.02,0.51,0.13,0.15,0.24,0.2,0.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@authSystem,0.02,0.02,0.02,0.05,0.07,0.3,0.02,0.3,0.07,0.0,0.0,0.0,0.0
