XPath,1.19.xml,101.15.xml,102.15.xml,103.15.xml,105.16.xml,107.16.xml,113.17.xml,12.16.xml,121.18.xml,124.22.xml,143.21.xml,144.19.xml,145.18.xml,147.23.xml,15.18.xml,150.18.xml,151.19.xml,152.21.xml,153.18.xml,153.19.xml,156.17.xml,172.17.xml,173.17.xml,177.19.xml,177.20.xml,179.17.xml,180.16.xml,189.14.xml,193.11.xml,20.18.xml,200.10.xml,202.10.xml,205.12.xml,207.11.xml,209.9.xml,21.18.xml,210.9.xml,213.2.xml,216.2.xml,219.4.xml,22.18.xml,222.9.xml,223.3.xml,225.3.xml,23.18.xml,231.2.xml,238.2.xml,24.18.xml,243.2.xml,247.5.xml,247.6.xml,25.32.xml,25.34.xml,251.2.xml,253.1.xml,253.2.xml,253.3.xml,254.1.xml,254.2.xml,254.3.xml,255.1.xml,255.2.xml,255.3.xml,255.4.xml,256.1.xml,257.1.xml,30.19.xml,31.17.xml,32.18.xml,33.16.xml,35.19.xml,36.18.xml,37.20.xml,38.17.xml,42.17.xml,43.17.xml,44.16.xml,45.16.xml,47.18.xml,48.22.xml,49.29.xml,49.30.xml,54.16.xml,61.24.xml,61.25.xml,61.26.xml,62.18.xml,64.21.xml,66.18.xml,7.16.xml,75.24.xml,75.25.xml,76.27.xml,77.21.xml,78.21.xml,83.17.xml,84.16.xml,86.16.xml,87.15.xml,88.21.xml,89.21.xml,90.15.xml,92.15.xml,94.15.xml,96.16.xml,98.16.xml,99.15.xml
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,27.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,13.0,13.0,2.0,1.0,10.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,18.0,4.0,4.0,4.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,19.0,19.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,27.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,13.0,13.0,2.0,1.0,9.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,17.0,4.0,4.0,4.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,18.0,18.0,17.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,28.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,13.0,13.0,2.0,1.0,10.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,18.0,4.0,4.0,4.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,19.0,19.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator,8.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,6.0,12.0,12.0,4.0,2.0,2.0,8.0,8.0,20.0,6.0,6.0,2.0,10.0,4.0,2.0,4.0,4.0,6.0,10.0,14.0,2.0,4.0,2.0,10.0,4.0,8.0,4.0,10.0,2.0,2.0,10.0,4.0,4.0,4.0,8.0,8.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,10.0,10.0,10.0,6.0,4.0,4.0,2.0,4.0,4.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/address/administrativeArea,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/city,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/postalCode,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,4.0,2.0,2.0,2.0,2.0,2.0,6.0,0.0,4.0,6.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,10.0,2.0,2.0,2.0,6.0,6.0,10.0,4.0,6.0,2.0,4.0,4.0,0.0,4.0,4.0,6.0,4.0,12.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,10.0,10.0,10.0,6.0,4.0,4.0,2.0,4.0,4.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/individualName/givenName,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,1.0,1.0,1.0,4.0,4.0,10.0,3.0,3.0,1.0,5.0,2.0,0.0,2.0,2.0,3.0,5.0,6.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,5.0,1.0,0.0,5.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/salutation,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/surName,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,1.0,1.0,1.0,4.0,4.0,10.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,6.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/phone,3.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,7.0,2.0,1.0,1.0,5.0,5.0,8.0,4.0,5.0,0.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,8.0,2.0,2.0,2.0,4.0,1.0,5.0,3.0,4.0,2.0,0.0,4.0,1.0,4.0,4.0,5.0,5.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,7.0,7.0,7.0,4.0,4.0,3.0,2.0,4.0,4.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/userId,3.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,4.0,5.0,6.0,4.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,4.0,3.0,6.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,5.0,6.0,6.0,3.0,4.0,2.0,2.0,2.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/userId/@directory,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,16.0,5.0,13.0,5.0,2.0,5.0,3.0,6.0,28.0,14.0,0.0,0.0,0.0,17.0,19.0,250.0,5.0,0.0,6.0,6.0,11.0,0.0,0.0,10.0,10.0,0.0,16.0,22.0,4.0,18.0,8.0,0.0,14.0,19.0,19.0,23.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,9.0,3.0,5.0,111.0,111.0,18.0,18.0,5.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,15.0,9.0,4.0,3.0,15.0,3.0,7.0,8.0,7.0,6.0,0.0,14.0,17.0,12.0,18.0,0.0,17.0,17.0,0.0,6.0,6.0,6.0,23.0,8.0,8.0,7.0,18.0,18.0,18.0,4.0,0.0,3.0,10.0,37.0,6.0,0.0,15.0,9.0,15.0,35.0,10.0,5.0,21.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,16.0,5.0,13.0,5.0,2.0,5.0,3.0,6.0,28.0,14.0,0.0,0.0,0.0,17.0,19.0,250.0,5.0,0.0,6.0,6.0,11.0,0.0,0.0,10.0,10.0,0.0,16.0,22.0,4.0,18.0,8.0,0.0,14.0,19.0,19.0,23.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,9.0,3.0,5.0,111.0,111.0,18.0,18.0,5.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,15.0,9.0,4.0,3.0,15.0,3.0,7.0,8.0,7.0,6.0,0.0,14.0,17.0,12.0,18.0,0.0,17.0,17.0,0.0,6.0,6.0,6.0,23.0,8.0,8.0,7.0,18.0,18.0,18.0,4.0,0.0,3.0,10.0,37.0,6.0,0.0,15.0,9.0,15.0,35.0,10.0,5.0,21.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,16.0,5.0,13.0,5.0,2.0,5.0,3.0,6.0,28.0,14.0,0.0,0.0,0.0,17.0,19.0,61.0,5.0,0.0,6.0,6.0,11.0,0.0,0.0,10.0,10.0,0.0,16.0,22.0,4.0,18.0,8.0,0.0,14.0,19.0,19.0,23.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,9.0,3.0,5.0,109.0,109.0,18.0,18.0,5.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,15.0,9.0,4.0,3.0,15.0,3.0,7.0,8.0,7.0,6.0,0.0,14.0,6.0,12.0,18.0,0.0,17.0,17.0,0.0,6.0,6.0,6.0,18.0,8.0,8.0,7.0,18.0,18.0,18.0,4.0,0.0,3.0,10.0,37.0,6.0,0.0,15.0,9.0,15.0,35.0,10.0,5.0,21.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,16.0,5.0,13.0,5.0,2.0,5.0,3.0,6.0,28.0,14.0,0.0,0.0,0.0,17.0,19.0,250.0,5.0,0.0,6.0,6.0,11.0,0.0,0.0,10.0,10.0,0.0,16.0,22.0,4.0,18.0,8.0,0.0,14.0,19.0,19.0,23.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,9.0,3.0,5.0,111.0,111.0,18.0,18.0,5.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,15.0,9.0,4.0,3.0,15.0,3.0,7.0,8.0,7.0,6.0,0.0,14.0,17.0,12.0,18.0,0.0,17.0,17.0,0.0,6.0,6.0,6.0,23.0,8.0,8.0,7.0,18.0,18.0,18.0,4.0,0.0,3.0,10.0,37.0,6.0,0.0,15.0,9.0,15.0,35.0,10.0,5.0,21.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,9.0,9.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,5.0,5.0,11.0,11.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
