XPath,2005.10.xml,2005.11.xml,2005.12.xml,2005.13.xml,2005.14.xml,2005.15.xml,2005.5.xml,2005.6.xml,2005.7.xml,2005.8.xml,2005.9.xml
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@multiplerToSI,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@name,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@parentSI,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@unitType,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0
/eml:eml/additionalMetadata/metadata/unitList/unit/description,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0
/eml:eml/dataset/@id,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/access/@authSystem,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/access/@order,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/access/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/access/allow/permission,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/access/allow/principal,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
/eml:eml/dataset/additionalInfo/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@id,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/administrativeArea,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/city,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/country,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0
/eml:eml/dataset/associatedParty/address/postalCode,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/electronicMailAddress,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/associatedParty/individualName/givenName,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/associatedParty/individualName/surName,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/associatedParty/onlineUrl,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/organizationName,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/phone,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/associatedParty/phone/@phonetype,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/positionName,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/@id,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/contact/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/@system,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/contact/address/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/contact/phone,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/@system,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@id,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@scope,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0
/eml:eml/dataset/creator/@system,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/administrativeArea,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/country,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/address/deliveryPoint,3.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/onlineUrl,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/organizationName,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/phone,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/phone/@phonetype,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/@id,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,87.0,87.0,87.0,87.0,0.0,0.0,87.0,87.0,3.0,87.0,87.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,87.0,87.0,87.0,87.0,0.0,0.0,87.0,87.0,3.0,87.0,87.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum/@exclusive,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,4.0,4.0,4.0,10.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,1.0,6.0,6.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/caseSensitive,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/@id,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/references,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/entityDescription,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/numberOfRecords,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/collapseDelimiters,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@id,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/size,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/size/@unit,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/@id,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/distribution/@scope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/@system,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para,8.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
/eml:eml/dataset/keywordSet/keyword,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/keywordSet/keywordThesaurus,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/language,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/maintenance,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/maintenance/changeHistory/changeDate,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/maintenance/changeHistory/changeScope,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/maintenance/changeHistory/oldValue,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/maintenance/description/para,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/description/section/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
