XPath,587.6.xml,609.7.xml,609.8.xml,625.7.xml
/eml:eml/dataset/creator/address/deliveryPoint,5.0,5.0,5.0,2.0
/eml:eml/dataset/creator/address/postalCode,2.0,2.0,2.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,4.0,4.0,4.0,4.0
/eml:eml/dataset/creator/individualName/givenName,2.0,2.0,2.0,1.0
/eml:eml/dataset/creator/individualName/salutation,1.0,1.0,1.0,0.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/onlineUrl,2.0,2.0,2.0,1.0
/eml:eml/dataset/creator/organizationName,4.0,4.0,4.0,4.0
/eml:eml/dataset/dataTable/attributeList,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,13.0,11.0,11.0,39.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,13.0,11.0,11.0,39.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,13.0,11.0,11.0,39.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,2.0,3.0,2.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,1.0,2.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,2.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,2.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,3.0,2.0,2.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,9.0,5.0,5.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,9.0,5.0,5.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,1.0,2.0,2.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,3.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,4.0,3.0,4.0,3.0
/eml:eml/dataset/dataTable/entityDescription,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/description/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/abstract/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/administrativeArea,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/city,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/country,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/deliveryPoint,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/postalCode,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/electronicMailAddress,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/organizationName,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/associatedParty/role,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/address/administrativeArea,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/address/city,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/address/country,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/address/deliveryPoint,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/address/postalCode,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/electronicMailAddress,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/individualName/givenName,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/individualName/salutation,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/individualName/surName,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/creator/onlineUrl,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/implementation/distribution/online/url,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/implementation/distribution/online/url/@function,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/implementation/operatingSystem,4.0,4.0,4.0,4.0
/eml:eml/dataset/dataTable/methods/methodStep/software/implementation/programmingLanguage,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/title,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/software/version,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/subStep/description/para,13.0,15.0,12.0,22.0
/eml:eml/dataset/dataTable/methods/qualityControl,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/methods/qualityControl/description/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/numberOfRecords,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/characterEncoding,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numPhysicalLinesPerRecord,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@scope,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@system,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/online/onlineDescription,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/size,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/size/@unit,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,19.0,16.0,16.0,32.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,2.0,2.0,2.0,3.0
/eml:eml/dataset/keywordSet/keywordThesaurus,3.0,3.0,3.0,4.0
/eml:eml/dataset/metadataProvider,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/references,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/section/para,1.0,1.0,1.0,3.0
/eml:eml/dataset/methods/methodStep/description/section/title,1.0,1.0,1.0,3.0
/eml:eml/dataset/methods/methodStep/instrumentation,3.0,1.0,1.0,2.0
/eml:eml/dataset/methods/methodStep/protocol/abstract,2.0,3.0,3.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/electronicMailAddress,2.0,2.0,2.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/individualName/givenName,3.0,3.0,3.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/individualName/salutation,1.0,1.0,1.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/individualName/surName,2.0,2.0,2.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/organizationName,1.0,1.0,1.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url,2.0,3.0,3.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url/@function,1.0,1.0,1.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/title,2.0,3.0,3.0,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/para,3.0,2.0,2.0,3.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/title,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/referencedEntityId,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0
/eml:eml/dataset/otherEntity/@id,1.0,1.0,1.0,1.0
/eml:eml/dataset/otherEntity/entityDescription,1.0,1.0,1.0,2.0
/eml:eml/dataset/otherEntity/entityName,1.0,1.0,1.0,2.0
/eml:eml/dataset/otherEntity/entityType,1.0,1.0,1.0,2.0
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,1.0,1.0,1.0,2.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@authSystem,1.0,1.0,1.0,1.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@order,1.0,1.0,1.0,1.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@scope,1.0,1.0,1.0,1.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@system,1.0,1.0,1.0,1.0
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/permission,2.0,2.0,2.0,2.0
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/principal,2.0,2.0,2.0,2.0
/eml:eml/dataset/otherEntity/physical/distribution/online/onlineDescription,0.0,0.0,0.0,1.0
/eml:eml/dataset/otherEntity/physical/distribution/online/url,1.0,1.0,1.0,2.0
/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,1.0,1.0,1.0,1.0
/eml:eml/dataset/otherEntity/physical/objectName,1.0,1.0,1.0,2.0
/eml:eml/dataset/otherEntity/physical/size,0.0,0.0,0.0,1.0
/eml:eml/dataset/otherEntity/physical/size/@unit,0.0,0.0,0.0,1.0
/eml:eml/dataset/project,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/abstract/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/funding/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/givenName,5.0,5.0,5.0,5.0
/eml:eml/dataset/project/personnel/individualName/surName,3.0,3.0,3.0,3.0
/eml:eml/dataset/project/personnel/role,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/title,1.0,1.0,1.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/references,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,2.0,2.0,2.0,2.0
