XPath,CDR_2010_EML,CDR_2011_EML,CDR_2012_EML,CDR_2015_EML,CDR_2017_EML,CDR_2018_EML
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.996078431372549,1.0,0.950920245398773,0.9505494505494504,0.971875,0.9680451127819548
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,0.0039215686274509795,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.0039215686274509795,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.047058823529411764,0.2,0.015337423312883437,0.02655677655677656,0.015625,0.013157894736842105
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,0.047058823529411764,0.07142857142857142,0.015337423312883437,0.016483516483516484,0.009375,0.009398496240601505
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.047058823529411764,0.2,0.015337423312883437,0.00641025641025641,0.003125,0.0018796992481203009
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.0,0.0,0.0,0.020146520146520148,0.0125,0.011278195488721804
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.4901960784313725,0.5428571428571428,0.4355828220858896,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.5058823529411764,0.6571428571428571,0.5368098159509203,0.6034798534798534,0.61875,0.6259398496240601
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.5058823529411764,0.6571428571428571,0.5368098159509203,0.6034798534798534,0.61875,0.6259398496240601
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,1.0,0.9857142857142858,0.99079754601227,0.9945054945054944,0.99375,0.9962406015037594
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,0.035294117647058816,0.0,0.003067484662576687,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.035294117647058816,0.0,0.006134969325153374,0.01098901098901099,0.003125,0.003759398496240601
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.035294117647058816,0.0,0.006134969325153374,0.01098901098901099,0.003125,0.003759398496240601
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,0.06274509803921569,0.21428571428571427,0.027607361963190184,0.06776556776556776,0.0625,0.06390977443609022
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,0.9,0.9693251533742332,0.9743589743589745,0.98125,0.9849624060150376
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,0.9647058823529412,0.7,0.07975460122699386,0.28296703296703296,0.2625,0.2575187969924812
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.9254901960784314,0.8142857142857143,0.8190184049079755,0.3516483516483517,0.33125,0.3609022556390977
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.4745098039215686,0.3142857142857143,0.6073619631901841,0.925824175824176,0.928125,0.9229323308270676
/eml:eml/dataset/dataTable/entityDescription,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/numberOfRecords,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/characterEncoding,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@id,1.0,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@scope,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@system,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/size,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/size/@unit,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,0.9215686274509804,0.8142857142857143,0.9846625766871164,0.9478021978021978,0.928125,0.9530075187969924
/eml:eml/dataset/keywordSet/keyword/@keywordType,0.9215686274509804,0.8142857142857143,0.9846625766871164,0.9478021978021978,0.928125,0.9530075187969924
/eml:eml/dataset/metadataProvider/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para,0.21568627450980396,0.21428571428571427,0.2791411042944785,0.9175824175824177,0.975,0.986842105263158
/eml:eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para/literalLayout,0.0,0.0,0.0,0.0,0.028125,0.4154135338345865
/eml:eml/dataset/pubDate,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0
Number of Records,255.0,70.0,326.0,1092.0,320.0,532.0
