XPath,PAL_2007_EML,PAL_2011_EML,PAL_2015_EML,PAL_2016_EML,PAL_2017_EML
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/externalCodeSet/codesetName,0.0,2.21,0.0,0.0,0.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/externalCodeSet/codesetURL,0.0,2.15,0.0,0.0,0.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,1.09,5.12,3.95,4.24
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/pattern,0.0,0.12,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,1.0,0.0,0.0,0.39,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,1.0,0.0,0.0,0.39,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,1.0,0.09,0.4,0.35,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/pattern,1.0,0.73,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,12.0,5.48,10.46,9.24,9.06
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.0,5.48,10.46,9.24,9.06
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,12.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/para,41.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/title,41.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description,0.0,6.12,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,19.0,6.06,1.0,20.97,20.47
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,19.0,6.06,1.0,20.97,20.47
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,19.0,11.85,19.37,16.85,16.77
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,19.0,11.85,19.37,16.85,16.77
/eml:eml/dataset/dataTable/entityDescription,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/characterEncoding,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.0,0.0,0.0,0.91,0.94
/eml:eml/dataset/dataTable/physical/objectName,0.0,0.0,1.0,0.91,0.94
/eml:eml/dataset/distribution/@scope,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/para,0.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para,0.0,0.0,3.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/title,0.0,0.0,3.0,0.0,0.0
/eml:eml/dataset/keywordSet/keyword,4.0,15.7,6.35,6.71,7.84
/eml:eml/dataset/keywordSet/keywordThesaurus,0.0,0.0,1.0,0.98,1.84
/eml:eml/dataset/metadataProvider/address/administrativeArea,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,0.0,0.0,0.0,3.0,1.0
/eml:eml/dataset/metadataProvider/address/postalCode,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/description/para,1.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para,0.0,1.27,0.91,1.02,1.03
/eml:eml/dataset/methods/methodStep/description/section/title,0.0,1.27,0.91,1.02,1.03
/eml:eml/dataset/methods/methodStep/instrumentation,0.0,0.0,0.0,0.05,0.0
/eml:eml/dataset/methods/methodStep/protocol/@scope,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/@scope,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/individualName/surName,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/creator/organizationName,0.0,0.0,0.0,0.02,0.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/@scope,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url,0.0,0.0,0.02,0.02,0.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url/@function,0.0,0.0,0.02,0.02,0.0
/eml:eml/dataset/methods/methodStep/protocol/title,0.0,0.0,0.02,0.02,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/para,0.0,0.18,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/title,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/@scope,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/@scope,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRingPoint/gRingLatitude,0.0,4.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRingPoint/gRingLongitude,0.0,4.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/geographicDescription,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/@scope,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/entityDescription,0.0,0.0,0.0,0.18,0.18
/eml:eml/dataset/otherEntity/entityName,0.0,0.0,0.0,0.18,0.18
/eml:eml/dataset/otherEntity/entityType,0.0,0.0,0.0,0.18,0.18
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.0,0.0,0.0,0.18,0.18
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.0,0.0,0.0,0.18,0.18
/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,0.0,0.0,0.0,0.18,0.18
/eml:eml/dataset/otherEntity/physical/objectName,0.0,0.0,0.0,0.18,0.18
/eml:eml/dataset/project/@scope,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/project/abstract/para,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/project/funding/para,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/@scope,1.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/@scope,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/administrativeArea,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/city,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/country,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,0.0,7.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/postalCode,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/individualName/givenName,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/individualName/surName,0.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/positionName,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/role,1.0,2.0,0.0,0.0,0.0
/eml:eml/dataset/project/relatedProject/@scope,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/relatedProject/abstract/para,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/relatedProject/funding/para,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/relatedProject/personnel/@scope,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/relatedProject/personnel/positionName,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/relatedProject/personnel/role,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/relatedProject/title,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/title,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/pubDate,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/@scope,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,0.0,0.0,4.0,3.0,1.0
/eml:eml/dataset/publisher/address/postalCode,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/publisher/onlineUrl,0.0,1.0,1.0,0.0,0.0
/eml:eml/dataset/publisher/organizationName,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/shortName,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0
Number of Records,1.0,33.0,57.0,66.0,139.0
