XPath,100.2.xml,101.2.xml,102.2.xml,103.2.xml,114.1.xml,120.1.xml,123.1.xml,126.2.xml,127.2.xml,129.2.xml,130.2.xml,138.2.xml,139.2.xml,151.2.xml,189.2.xml,197.2.xml,199.2.xml,208.2.xml,211.2.xml,212.2.xml,214.1.xml,215.2.xml,219.2.xml,220.2.xml,239.1.xml,24.2.xml,24.3.xml,242.1.xml,243.1.xml,244.1.xml,245.1.xml,246.1.xml,247.1.xml,26.2.xml,266.1.xml,27.2.xml,28.2.xml,34.2.xml,36.2.xml,36.3.xml,41.2.xml,41.3.xml,42.2.xml,42.3.xml,44.2.xml,45.2.xml,46.2.xml,47.2.xml,48.2.xml,49.2.xml,50.2.xml,69.2.xml,70.2.xml,86.2.xml,87.2.xml,88.2.xml,89.2.xml,91.2.xml,92.2.xml,93.2.xml,94.2.xml,95.2.xml,96.2.xml,97.2.xml,98.2.xml,99.2.xml
/eml:eml/access/allow/principal,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,3.0,3.0,7.0,9.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,13.0,13.0,0.0,7.0,2.0,9.0,8.0,8.0,10.0,16.0,12.0,6.0,6.0,1.0,7.0,7.0,0.0,0.0,6.0,3.0,5.0,7.0,3.0,0.0,8.0,11.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,7.0,3.0,5.0,0.0,7.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,9.0,1.0,5.0,5.0,10.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,3.0,3.0,8.0,11.0,9.0,2.0,2.0,8.0,7.0,8.0,8.0,14.0,14.0,0.0,7.0,2.0,11.0,9.0,8.0,11.0,16.0,12.0,7.0,7.0,1.0,8.0,8.0,0.0,0.0,6.0,3.0,5.0,8.0,5.0,0.0,8.0,11.0,0.0,8.0,8.0,7.0,7.0,8.0,8.0,4.0,3.0,9.0,5.0,7.0,0.0,7.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,11.0,1.0,5.0,5.0,12.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,0.0,3.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,5.0,6.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,5.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,3.0,3.0,8.0,11.0,9.0,2.0,2.0,8.0,7.0,8.0,8.0,14.0,14.0,0.0,7.0,2.0,11.0,9.0,8.0,11.0,16.0,12.0,7.0,7.0,1.0,8.0,8.0,0.0,0.0,6.0,3.0,5.0,8.0,5.0,0.0,8.0,11.0,0.0,8.0,8.0,7.0,7.0,8.0,8.0,4.0,3.0,9.0,5.0,7.0,0.0,7.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,11.0,1.0,5.0,5.0,12.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,6.0,6.0,0.0,3.0,1.0,3.0,4.0,5.0,3.0,6.0,6.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,1.0,4.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,5.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,2.0,2.0,5.0,6.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,8.0,8.0,0.0,4.0,1.0,8.0,5.0,4.0,8.0,9.0,6.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,5.0,2.0,4.0,6.0,3.0,0.0,4.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,6.0,1.0,3.0,3.0,6.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,3.0,3.0,8.0,11.0,9.0,2.0,2.0,8.0,7.0,8.0,8.0,13.0,13.0,0.0,7.0,2.0,11.0,9.0,8.0,11.0,15.0,12.0,7.0,7.0,0.0,8.0,8.0,0.0,0.0,6.0,3.0,3.0,7.0,5.0,0.0,8.0,11.0,0.0,8.0,8.0,7.0,7.0,8.0,8.0,4.0,3.0,9.0,5.0,7.0,0.0,7.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,11.0,1.0,5.0,5.0,12.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@id,2.0,2.0,5.0,6.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,8.0,8.0,0.0,4.0,1.0,8.0,5.0,4.0,8.0,8.0,6.0,4.0,4.0,84.0,4.0,4.0,0.0,0.0,4.0,2.0,3.0,5.0,3.0,0.0,4.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,6.0,1.0,3.0,3.0,6.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@name,2.0,2.0,5.0,6.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,8.0,8.0,0.0,4.0,1.0,8.0,5.0,4.0,8.0,8.0,6.0,4.0,4.0,84.0,4.0,4.0,0.0,0.0,4.0,2.0,3.0,5.0,3.0,0.0,4.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,6.0,1.0,3.0,3.0,6.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/stmml:dimension/@name,2.0,2.0,4.0,5.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,7.0,7.0,0.0,5.0,2.0,5.0,4.0,4.0,5.0,7.0,5.0,3.0,3.0,9.0,4.0,4.0,0.0,0.0,5.0,3.0,3.0,6.0,4.0,0.0,4.0,5.0,0.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,6.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,5.0,1.0,3.0,3.0,5.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/stmml:dimension/@power,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/@scope,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/associatedParty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/surName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/organizationName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/role,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/organizationName,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/phone,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/positionName,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
