XPath,1.22.xml,101.19.xml,103.28.xml,105.20.xml,106.24.xml,107.26.xml,107.27.xml,107.28.xml,108.31.xml,108.32.xml,11.20.xml,113.53.xml,113.54.xml,116.13.xml,117.15.xml,118.26.xml,118.27.xml,125.17.xml,130.15.xml,138.9.xml,147.20.xml,148.11.xml,149.17.xml,15.18.xml,15.19.xml,150.15.xml,150.16.xml,151.14.xml,151.15.xml,153.8.xml,153.9.xml,154.8.xml,155.12.xml,156.11.xml,157.10.xml,159.15.xml,160.19.xml,167.7.xml,171.7.xml,174.8.xml,18.24.xml,18.25.xml,18.26.xml,180.6.xml,193.7.xml,194.7.xml,197.10.xml,197.11.xml,2.20.xml,2.21.xml,200.6.xml,203.6.xml,206.11.xml,206.13.xml,206.14.xml,207.7.xml,209.7.xml,209.8.xml,209.9.xml,21.18.xml,214.4.xml,217.3.xml,219.4.xml,220.3.xml,222.3.xml,223.3.xml,224.4.xml,228.2.xml,232.3.xml,241.2.xml,243.3.xml,250.2.xml,257.3.xml,258.1.xml,258.2.xml,260.1.xml,261.1.xml,262.1.xml,263.1.xml,263.2.xml,264.1.xml,265.1.xml,266.1.xml,267.1.xml,268.1.xml,269.1.xml,270.1.xml,271.1.xml,272.1.xml,273.1.xml,274.1.xml,275.1.xml,277.1.xml,277.2.xml,278.1.xml,279.1.xml,279.2.xml,280.1.xml,281.1.xml,282.1.xml,282.2.xml,283.1.xml,284.1.xml,285.1.xml,286.1.xml,288.1.xml,31.21.xml,39.16.xml,4.26.xml,41.19.xml,41.20.xml,45.24.xml,47.17.xml,48.18.xml,5.24.xml,50.19.xml,53.17.xml,6.24.xml,6.25.xml,63.20.xml,65.18.xml,66.22.xml,69.27.xml,7.22.xml,70.22.xml,72.24.xml,8.22.xml,81.17.xml,81.18.xml,90.18.xml,91.22.xml,97.19.xml,97.20.xml,97.21.xml
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.0,12.0,5.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,7.0,6.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,44.0,0.0,13.0,21.0,11.0,6.0,0.0,24.0,3.0,17.0,17.0,0.0,0.0,0.0,56.0,56.0,17.0,1.0,0.0,0.0,3.0,1.0,3.0,7.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,0.0,12.0,12.0,12.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/commonName,0.0,18.0,5.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,9.0,9.0,4.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,10.0,10.0,10.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,53.0,0.0,14.0,28.0,21.0,6.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,16.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,5.0,9.0,9.0,9.0,4.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,10.0,10.0,10.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.0,0.0,13.0,25.0,20.0,6.0,0.0,29.0,3.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,3.0,1.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/creator,2.0,4.0,4.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,6.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,18.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,8.0,6.0,6.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,2.0,10.0,4.0,4.0,10.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,6.0,4.0,6.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,6.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,12.0,2.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,4.0
/eml:eml/dataset/creator/individualName/givenName,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0
/eml:eml/dataset/creator/individualName/surName,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/@id,11.0,3.0,3.0,6.0,8.0,1.0,1.0,1.0,4.0,4.0,4.0,40.0,40.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,15.0,2.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,12.0,11.0,12.0,12.0,8.0,12.0,1.0,2.0,2.0,11.0,11.0,1.0,3.0,5.0,5.0,5.0,3.0,9.0,9.0,10.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,6.0,25.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,6.0,6.0,5.0,2.0,2.0,12.0,2.0,2.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,8.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,7.0,14.0,12.0,4.0,2.0,10.0,5.0,5.0,5.0,0.0,2.0,2.0,3.0
/eml:eml/dataset/dataTable/attributeList,11.0,3.0,3.0,6.0,8.0,1.0,1.0,1.0,4.0,4.0,4.0,39.0,39.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,14.0,2.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,12.0,11.0,12.0,12.0,8.0,12.0,1.0,1.0,1.0,11.0,11.0,1.0,3.0,5.0,5.0,5.0,3.0,9.0,9.0,10.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,25.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,6.0,6.0,5.0,2.0,2.0,12.0,2.0,2.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,8.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,7.0,14.0,12.0,4.0,2.0,10.0,5.0,5.0,5.0,0.0,2.0,2.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,330.0,23.0,48.0,204.0,214.0,16.0,16.0,16.0,500.0,500.0,30.0,733.0,733.0,51.0,17.0,13.0,29.0,58.0,20.0,19.0,158.0,25.0,20.0,189.0,190.0,18.0,18.0,16.0,16.0,26.0,26.0,21.0,8.0,9.0,7.0,179.0,78.0,3.0,12.0,66.0,108.0,113.0,113.0,82.0,144.0,40.0,22.0,22.0,245.0,245.0,12.0,39.0,264.0,341.0,341.0,26.0,158.0,140.0,161.0,43.0,50.0,6.0,32.0,33.0,12.0,51.0,116.0,27.0,10.0,38.0,11.0,119.0,217.0,50.0,50.0,9.0,7.0,28.0,25.0,25.0,38.0,14.0,13.0,26.0,12.0,17.0,20.0,107.0,5.0,15.0,39.0,53.0,88.0,88.0,36.0,57.0,57.0,688.0,45.0,82.0,82.0,3.0,7.0,77.0,27.0,45.0,30.0,240.0,78.0,27.0,31.0,116.0,11.0,101.0,69.0,11.0,15.0,39.0,39.0,26.0,30.0,70.0,131.0,219.0,69.0,51.0,95.0,84.0,84.0,85.0,0.0,68.0,68.0,84.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,105.0,18.0,47.0,35.0,26.0,16.0,16.0,16.0,166.0,166.0,28.0,501.0,501.0,23.0,17.0,13.0,29.0,47.0,19.0,19.0,93.0,16.0,18.0,60.0,61.0,12.0,12.0,11.0,11.0,11.0,11.0,15.0,5.0,9.0,7.0,142.0,56.0,3.0,12.0,42.0,71.0,71.0,71.0,44.0,109.0,40.0,11.0,11.0,208.0,208.0,12.0,21.0,244.0,292.0,292.0,19.0,117.0,115.0,117.0,27.0,44.0,6.0,32.0,30.0,12.0,49.0,55.0,20.0,10.0,26.0,11.0,63.0,149.0,42.0,42.0,9.0,7.0,28.0,25.0,25.0,38.0,7.0,13.0,25.0,8.0,17.0,16.0,95.0,5.0,15.0,39.0,48.0,21.0,21.0,26.0,35.0,35.0,203.0,39.0,80.0,80.0,3.0,7.0,49.0,27.0,35.0,30.0,235.0,72.0,21.0,23.0,80.0,11.0,65.0,59.0,11.0,14.0,33.0,33.0,26.0,30.0,40.0,95.0,94.0,49.0,27.0,72.0,69.0,69.0,67.0,0.0,66.0,66.0,82.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,57.0,16.0,42.0,158.0,120.0,16.0,16.0,16.0,165.0,165.0,26.0,399.0,399.0,51.0,17.0,13.0,27.0,43.0,18.0,19.0,70.0,14.0,16.0,183.0,184.0,11.0,11.0,10.0,10.0,10.0,10.0,14.0,5.0,9.0,7.0,141.0,51.0,3.0,12.0,35.0,59.0,58.0,58.0,40.0,94.0,40.0,11.0,11.0,182.0,182.0,12.0,31.0,206.0,262.0,262.0,20.0,67.0,65.0,65.0,20.0,44.0,6.0,32.0,31.0,12.0,46.0,50.0,20.0,10.0,21.0,11.0,61.0,122.0,25.0,25.0,9.0,7.0,28.0,25.0,25.0,38.0,7.0,13.0,25.0,7.0,17.0,11.0,87.0,5.0,15.0,38.0,46.0,22.0,22.0,23.0,57.0,57.0,198.0,45.0,80.0,80.0,3.0,7.0,43.0,18.0,35.0,30.0,233.0,71.0,16.0,18.0,100.0,11.0,71.0,52.0,10.0,15.0,32.0,32.0,26.0,30.0,42.0,82.0,192.0,44.0,30.0,63.0,63.0,63.0,69.0,0.0,65.0,65.0,79.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,6.0,2.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
