XPath,109.34.xml,110.19.xml,125.4.xml,13.36.xml,133.3.xml,138.2.xml,139.5.xml,15.27.xml,162.79.xml,165.16.xml,169.7.xml,17.27.xml,171.20.xml,19.73.xml,19.74.xml,20.36.xml,21.38.xml,23.26.xml,29.28.xml,32.38.xml,33.53.xml,45.45.xml,58.34.xml,71.19.xml
/eml:eml/dataset/contact,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,4.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,4.0
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
/eml:eml/dataset/creator/organizationName,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
/eml:eml/dataset/creator/phone,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0
/eml:eml/dataset/creator/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/userId,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
/eml:eml/dataset/creator/userId/@directory,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/@id,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,11.0,11.0,4.0,3.0,1.0,2.0,3.0,5.0,6.0,10.0,1.0
/eml:eml/dataset/dataTable/attributeList,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,11.0,11.0,4.0,3.0,1.0,2.0,3.0,5.0,6.0,9.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,25.0,4.0,3.0,20.0,12.0,12.0,7.0,6.0,27.0,10.0,13.0,25.0,8.0,66.0,66.0,21.0,21.0,10.0,19.0,20.0,42.0,35.0,45.0,13.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,25.0,4.0,3.0,17.0,9.0,12.0,7.0,6.0,19.0,10.0,13.0,25.0,8.0,37.0,37.0,19.0,14.0,11.0,16.0,21.0,28.0,25.0,31.0,13.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,16.0,3.0,0.0,9.0,7.0,12.0,6.0,3.0,13.0,5.0,13.0,13.0,4.0,42.0,42.0,10.0,7.0,6.0,13.0,15.0,22.0,18.0,28.0,5.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,3.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0
/eml:eml/dataset/dataTable/entityDescription,8.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,12.0,0.0,2.0,4.0,2.0,22.0,22.0,8.0,6.0,2.0,4.0,6.0,10.0,12.0,20.0,2.0
/eml:eml/dataset/dataTable/entityName,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,11.0,11.0,4.0,3.0,1.0,2.0,3.0,5.0,6.0,10.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,4.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,4.0,2.0,16.0,16.0,8.0,6.0,2.0,4.0,4.0,10.0,6.0,12.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,8.0,8.0,4.0,3.0,1.0,2.0,2.0,5.0,3.0,6.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/collapseDelimiters,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,11.0,11.0,4.0,3.0,1.0,2.0,3.0,5.0,6.0,10.0,1.0
/eml:eml/dataset/dataTable/physical/encodingMethod,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,11.0,11.0,4.0,3.0,1.0,2.0,3.0,5.0,6.0,10.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/para,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/keywordSet/keyword,19.0,15.0,13.0,30.0,14.0,13.0,13.0,18.0,12.0,13.0,12.0,20.0,15.0,38.0,38.0,19.0,24.0,20.0,22.0,19.0,31.0,20.0,33.0,24.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keywordThesaurus,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/methods,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/@id,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,8.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0
/eml:eml/dataset/methods/methodStep/protocol/creator/positionName,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,8.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0
/eml:eml/dataset/methods/methodStep/protocol/title,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,7.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
