XPath,SGS_2011_EML,SGS_2012_EML,SGS_2013_EML,SGS_2015_EML
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/onlineUrl,0.3,0.19,0.0,0.31
/eml:eml/dataset/creator/organizationName,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/phone,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/phone/@phonetype,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/@scope,0.27,0.17,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,4.56,3.9,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,14.6,21.29,16.33,14.96
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,14.6,21.29,16.33,14.96
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,14.6,21.29,16.33,14.96
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.33,0.12,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,4.23,4.17,13.33,5.76
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,4.23,4.17,13.33,5.76
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,6.08,6.58,4.33,5.61
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/pattern,5.65,5.92,2.33,4.95
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,7.56,13.54,8.33,8.13
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,4.09,9.52,8.33,8.13
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,3.48,4.02,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,12.52,19.65,12.67,14.84
/eml:eml/dataset/dataTable/entityName,0.75,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/@scope,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.69,0.98,1.0,0.83
/eml:eml/dataset/dataTable/physical/objectName,0.69,0.98,1.0,0.83
/eml:eml/dataset/distribution/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/distribution/online/url,0.99,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para,0.0,0.0,0.0,1.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0,0.0
/eml:eml/dataset/intellectualRights/section/section/para,0.0,0.0,0.0,1.0
/eml:eml/dataset/intellectualRights/section/section/para/literalLayout,1.0,1.0,1.0,0.0
/eml:eml/dataset/intellectualRights/section/section/title,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,5.95,6.96,9.0,5.75
/eml:eml/dataset/keywordSet/keyword/@keywordType,5.96,6.96,9.0,5.75
/eml:eml/dataset/metadataProvider/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/section/para,0.8,0.88,1.0,0.92
/eml:eml/dataset/methods/methodStep/description/section/title,0.8,0.88,1.0,0.92
/eml:eml/dataset/otherEntity/@id,0.0,0.0,0.0,0.17
/eml:eml/dataset/otherEntity/entityDescription,0.0,0.0,0.0,0.17
/eml:eml/dataset/otherEntity/entityName,0.0,0.0,0.0,0.17
/eml:eml/dataset/otherEntity/entityType,0.0,0.0,0.0,0.17
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.0,0.0,0.0,0.17
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.0,0.0,0.0,0.17
/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,0.0,0.0,0.0,0.17
/eml:eml/dataset/otherEntity/physical/objectName,0.0,0.0,0.0,0.17
/eml:eml/dataset/project/abstract/section/para,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/funding/section/para,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/personnel/@scope,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/address/@scope,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/address/administrativeArea,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/address/city,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/address/country,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,0.0,0.0,0.0,13.0
/eml:eml/dataset/project/personnel/address/postalCode,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/electronicMailAddress,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/individualName/givenName,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/individualName/salutation,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/individualName/surName,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/phone,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/phone/@phonetype,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/role,0.0,0.0,0.0,6.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/geographicDescription,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/@citableClassificationSystem,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/@name,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/descriptorValue,0.0,0.0,0.0,1.0
/eml:eml/dataset/project/title,0.0,0.0,0.0,1.0
/eml:eml/dataset/pubDate,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/publisher/address/@scope,0.34,0.17,0.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/phone/@phonetype,2.0,2.0,2.0,2.0
/eml:eml/dataset/purpose/para,0.0,0.0,0.0,0.04
/eml:eml/dataset/purpose/para/literalLayout,0.03,0.15,0.0,0.0
/eml:eml/dataset/shortName,0.05,0.15,0.0,0.07
/eml:eml/dataset/title,1.0,1.0,1.0,1.0
Number of Records,344.0,48.0,3.0,109.0
