XPath,105.16.xml,116.14.xml,178.2.xml
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0
/eml:eml/dataset/creator,2.0,2.0,2.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,1.0,1.0,1.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,2.0,2.0,2.0
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0
/eml:eml/dataset/creator/organizationName,2.0,2.0,2.0
/eml:eml/dataset/creator/phone,1.0,1.0,1.0
/eml:eml/dataset/creator/phone/@phonetype,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,12.0,23.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,19.0,23.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,19.0,23.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,3.0,4.0,12.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,1.0,1.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,4.0,6.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/pattern,4.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,6.0,7.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,2.0,3.0,2.0
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0
/eml:eml/dataset/distribution,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/section/para/literalLayout,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/section/title,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,11.0,11.0,5.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,2.0,2.0,2.0
/eml:eml/dataset/methods,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/section/para,1.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/description/section/title,1.0,1.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0
/eml:eml/dataset/publisher,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,2.0,2.0,2.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,2.0,2.0,2.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone,2.0,2.0,2.0
/eml:eml/dataset/publisher/phone/@phonetype,2.0,2.0,2.0
/eml:eml/dataset/title,2.0,2.0,2.0
