XPath,1.33.xml,10.17.xml,11.19.xml,13.19.xml,133.17.xml,14.18.xml,17.18.xml,18.20.xml,181.7.xml,182.11.xml,182.7.xml,19.18.xml,2.22.xml,20.21.xml,21.18.xml,22.19.xml,23.21.xml,24.20.xml,245.15.xml,245.8.xml,25.19.xml,259.13.xml,259.14.xml,26.19.xml,264.14.xml,278.20.xml,28.18.xml,29.18.xml,3.16.xml,3.22.xml,30.17.xml,31.23.xml,32.20.xml,324.12.xml,324.8.xml,324.9.xml,328.1.xml,328.2.xml,329.6.xml,329.7.xml,329.8.xml,33.26.xml,336.3.xml,336.4.xml,336.6.xml,337.1.xml,337.3.xml,337.4.xml,338.1.xml,339.1.xml,339.2.xml,34.20.xml,340.2.xml,340.3.xml,340.4.xml,341.1.xml,341.2.xml,342.0.xml,342.1.xml,343.1.xml,344.1.xml,344.2.xml,344.3.xml,345.1.xml,346.1.xml,346.2.xml,347.1.xml,348.1.xml,348.2.xml,349.1.xml,349.2.xml,35.20.xml,350.1.xml,350.2.xml,350.3.xml,350.4.xml,350.5.xml,350.6.xml,351.0.xml,351.1.xml,351.2.xml,351.3.xml,352.1.xml,352.2.xml,352.3.xml,353.1.xml,353.2.xml,353.3.xml,353.4.xml,354.0.xml,354.1.xml,354.2.xml,354.3.xml,354.4.xml,355.0.xml,355.1.xml,355.2.xml,355.3.xml,355.4.xml,4.18.xml,40.18.xml,5.19.xml,6.16.xml,6.23.xml,7.17.xml,7.23.xml,8.16.xml,8.23.xml,87.21.xml,87.22.xml,88.20.xml,88.23.xml,9.18.xml
/eml:eml/dataset/coverage/geographicCoverage,11.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,5.0,4.0,11.0,11.0,1.0,7.0,7.0,1.0,2.0,25.0,1.0,11.0,9.0,9.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,10.0,10.0,11.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,19.0,19.0,19.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,5.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,11.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,5.0,4.0,11.0,11.0,1.0,7.0,7.0,1.0,2.0,25.0,1.0,11.0,9.0,9.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,10.0,10.0,11.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,19.0,19.0,19.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,5.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,10.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,3.0,3.0,10.0,10.0,1.0,7.0,7.0,1.0,0.0,4.0,1.0,10.0,8.0,8.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,10.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,3.0,3.0,10.0,10.0,1.0,7.0,7.0,1.0,0.0,4.0,1.0,10.0,8.0,8.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,11.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,5.0,4.0,11.0,11.0,1.0,7.0,7.0,1.0,2.0,25.0,1.0,11.0,9.0,9.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,10.0,10.0,11.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,19.0,19.0,19.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,5.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,11.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,5.0,4.0,11.0,11.0,1.0,7.0,7.0,1.0,2.0,24.0,1.0,11.0,9.0,9.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,10.0,10.0,11.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,18.0,18.0,18.0,18.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,5.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,11.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,5.0,4.0,11.0,11.0,1.0,7.0,7.0,1.0,2.0,24.0,1.0,11.0,9.0,9.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,10.0,10.0,11.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,18.0,18.0,18.0,18.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,5.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,11.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,5.0,4.0,11.0,11.0,1.0,7.0,7.0,1.0,2.0,25.0,1.0,11.0,9.0,9.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,10.0,10.0,11.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,19.0,19.0,19.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,5.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,11.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,5.0,4.0,11.0,11.0,1.0,7.0,7.0,1.0,2.0,16.0,1.0,11.0,9.0,9.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,8.0,8.0,11.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,1.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,8.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,5.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,2.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,6.0,6.0,6.0,22.0,22.0,8.0,8.0,8.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,8.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,10.0,24.0,24.0,24.0,2.0,2.0,2.0,2.0,10.0,10.0,24.0,24.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,2.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,6.0,6.0,6.0,22.0,22.0,4.0,4.0,4.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,8.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,10.0,18.0,18.0,16.0,2.0,2.0,2.0,2.0,10.0,10.0,18.0,18.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
/eml:eml/dataset/creator/individualName/givenName,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,11.0,11.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,5.0,5.0,12.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
/eml:eml/dataset/creator/individualName/surName,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,11.0,11.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,5.0,5.0,12.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
