XPath,5030.1.xml,5030.2.xml,5030.6.xml
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para,0.0,5.0,0.0
/eml:eml/dataset/intellectualRights/section/title,0.0,1.0,0.0
/eml:eml/dataset/keywordSet/keyword,7.0,5.0,5.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,0.0,1.0,1.0
/eml:eml/dataset/keywordSet/keywordThesaurus,0.0,1.0,1.0
/eml:eml/dataset/maintenance/changeHistory/changeDate,0.0,2.0,5.0
/eml:eml/dataset/maintenance/changeHistory/changeScope,0.0,2.0,6.0
/eml:eml/dataset/maintenance/changeHistory/oldValue,0.0,2.0,6.0
/eml:eml/dataset/maintenance/description/section/para,0.0,1.0,1.0
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,0.0,1.0,1.0
/eml:eml/dataset/metadataProvider/@scope,1.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,1.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/individualName/givenName,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/individualName/surName,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,1.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para,0.0,14.0,14.0
/eml:eml/dataset/methods/methodStep/description/para/orderedlist/listitem/para,0.0,6.0,6.0
/eml:eml/dataset/methods/methodStep/description/section/para,5.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/title,5.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/instrumentation,1.0,1.0,1.0
/eml:eml/dataset/project/abstract/para,0.0,0.0,3.0
/eml:eml/dataset/project/funding,0.0,0.0,1.0
/eml:eml/dataset/project/personnel/address/administrativeArea,0.0,0.0,1.0
/eml:eml/dataset/project/personnel/address/city,0.0,0.0,2.0
/eml:eml/dataset/project/personnel/address/country,0.0,0.0,1.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,0.0,0.0,5.0
/eml:eml/dataset/project/personnel/address/postalCode,0.0,0.0,4.0
/eml:eml/dataset/project/personnel/electronicMailAddress,0.0,0.0,9.0
/eml:eml/dataset/project/personnel/individualName/givenName,0.0,0.0,9.0
/eml:eml/dataset/project/personnel/individualName/surName,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/onlineUrl,0.0,0.0,2.0
/eml:eml/dataset/project/personnel/phone,0.0,0.0,6.0
/eml:eml/dataset/project/personnel/role,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/@citableClassificationSystem,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/@name,0.0,0.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/descriptorValue,0.0,0.0,1.0
/eml:eml/dataset/project/title,0.0,0.0,1.0
/eml:eml/dataset/pubDate,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/administrativeArea,0.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,0.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,0.0,3.0,3.0
/eml:eml/dataset/publisher/address/postalCode,0.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,0.0,1.0,1.0
/eml:eml/dataset/publisher/onlineUrl,0.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,0.0,1.0,1.0
/eml:eml/dataset/publisher/phone,0.0,1.0,1.0
/eml:eml/dataset/publisher/phone/@phonetype,0.0,1.0,1.0
/eml:eml/dataset/purpose/para,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/alternateIdentifier,0.0,7.0,7.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeDefinition,0.0,8.0,8.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeName,0.0,4.0,4.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,6.0,6.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.0,2.0,2.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/storageType/@typeSystem,0.0,2.0,2.0
/eml:eml/dataset/spatialRaster/cellGeometry,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/cellSizeXDirection,0.0,3.0,3.0
/eml:eml/dataset/spatialRaster/cellSizeYDirection,0.0,3.0,3.0
/eml:eml/dataset/spatialRaster/columns,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/entityDescription,0.0,6.0,6.0
/eml:eml/dataset/spatialRaster/entityName,0.0,7.0,7.0
/eml:eml/dataset/spatialRaster/horizontalAccuracy/accuracyReport,0.0,3.0,3.0
/eml:eml/dataset/spatialRaster/horizontalAccuracy/quantitativeAccuracyReport/quantitativeAccuracyMethod,0.0,2.0,2.0
/eml:eml/dataset/spatialRaster/horizontalAccuracy/quantitativeAccuracyReport/quantitativeAccuracyValue,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/methods/methodStep/description/para,0.0,9.0,9.0
/eml:eml/dataset/spatialRaster/numberOfBands,0.0,2.0,2.0
/eml:eml/dataset/spatialRaster/physical/dataFormat/externallyDefinedFormat/formatName,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/physical/distribution/online/url,0.0,7.0,7.0
/eml:eml/dataset/spatialRaster/physical/objectName,0.0,7.0,7.0
/eml:eml/dataset/spatialRaster/rasterOrigin,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/rows,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/datum/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@longitude,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@denomFlatRatio,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@semiAxisMajor,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/unit/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@description,0.0,4.0,4.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@name,0.0,5.0,5.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@value,0.0,4.0,4.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/unit/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/verticalAccuracy/accuracyReport,0.0,2.0,2.0
/eml:eml/dataset/spatialRaster/verticalAccuracy/quantitativeAccuracyReport/quantitativeAccuracyMethod,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/verticalAccuracy/quantitativeAccuracyReport/quantitativeAccuracyValue,0.0,1.0,1.0
/eml:eml/dataset/spatialRaster/verticals,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/alternateIdentifier,0.0,3.0,3.0
/eml:eml/dataset/spatialVector/attributeList/attribute/attributeDefinition,0.0,4.0,4.0
/eml:eml/dataset/spatialVector/attributeList/attribute/attributeName,0.0,4.0,4.0
/eml:eml/dataset/spatialVector/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,4.0,4.0
/eml:eml/dataset/spatialVector/attributeList/attribute/storageType/@typeSystem,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/entityDescription,0.0,3.0,3.0
/eml:eml/dataset/spatialVector/entityName,0.0,3.0,3.0
/eml:eml/dataset/spatialVector/geometricObjectCount,0.0,3.0,3.0
/eml:eml/dataset/spatialVector/geometry,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/methods/methodStep/description/para,0.0,3.0,3.0
/eml:eml/dataset/spatialVector/physical/dataFormat/externallyDefinedFormat/formatName,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/physical/distribution/online/url,0.0,3.0,3.0
/eml:eml/dataset/spatialVector/physical/objectName,0.0,3.0,3.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/datum/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@longitude,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@denomFlatRatio,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@semiAxisMajor,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/unit/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/projection/@name,0.0,1.0,1.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@description,0.0,4.0,4.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@name,0.0,5.0,5.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@value,0.0,4.0,4.0
/eml:eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/projection/unit/@name,0.0,1.0,1.0
/eml:eml/dataset/title,1.0,1.0,1.0
