XPath,179.1.xml,179.2.xml,179.3.xml
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,4.0,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,1.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,1.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,1.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,1.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,1.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage,0.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,1.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,0.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0
/eml:eml/dataset/creator,0.0,2.0,2.0
/eml:eml/dataset/creator/@id,0.0,1.0,1.0
/eml:eml/dataset/creator/@scope,1.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,1.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/creator/address/city,2.0,1.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,4.0,3.0,3.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/givenName,3.0,1.0,1.0
/eml:eml/dataset/creator/individualName/surName,3.0,1.0,1.0
/eml:eml/dataset/creator/organizationName,0.0,2.0,2.0
/eml:eml/dataset/dataTable/@scope,1.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,11.0,11.0,11.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,1.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,0.0,11.0,11.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,11.0,11.0,11.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,11.0,11.0,11.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.0,3.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,1.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,6.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,6.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,1.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,1.0,4.0,4.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,3.0,2.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,0.0,1.0,1.0
/eml:eml/dataset/dataTable/entityDescription,0.0,2.0,2.0
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0
/eml:eml/dataset/dataTable/numberOfRecords,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,1.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat,0.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,1.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0
/eml:eml/dataset/distribution,0.0,1.0,1.0
/eml:eml/dataset/distribution/@scope,1.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,0.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,0.0,0.0
/eml:eml/dataset/intellectualRights,0.0,2.0,2.0
/eml:eml/dataset/intellectualRights/para,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para,3.0,3.0,3.0
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para/literalLayout,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,0.0,15.0,15.0
/eml:eml/dataset/maintenance,0.0,1.0,1.0
/eml:eml/dataset/maintenance/description/para,0.0,3.0,4.0
/eml:eml/dataset/metadataProvider,0.0,1.0,1.0
/eml:eml/dataset/metadataProvider/@scope,1.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,1.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,3.0,3.0,3.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,0.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,1.0,1.0,1.0
/eml:eml/dataset/methods,0.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,1.0,1.0,1.0
/eml:eml/dataset/project,0.0,2.0,2.0
/eml:eml/dataset/project/@scope,1.0,0.0,0.0
/eml:eml/dataset/project/abstract/para/literalLayout,1.0,1.0,1.0
/eml:eml/dataset/project/funding/para,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/@scope,1.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/@scope,1.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/city,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/country,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,3.0,3.0,3.0
/eml:eml/dataset/project/personnel/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/electronicMailAddress,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/individualName/givenName,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/individualName/surName,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/phone,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/phone/@phonetype,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/role,2.0,2.0,2.0
/eml:eml/dataset/project/studyAreaDescription/coverage/@scope,1.0,0.0,0.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/@scope,1.0,0.0,0.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0
/eml:eml/dataset/project/title,1.0,1.0,1.0
/eml:eml/dataset/pubDate,0.0,2.0,2.0
/eml:eml/dataset/publisher,0.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,1.0,0.0,0.0
/eml:eml/dataset/publisher/address/@scope,1.0,0.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,3.0,3.0,3.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,0.0,2.0,2.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,0.0,1.0,1.0
/eml:eml/dataset/publisher/phone,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone/@phonetype,1.0,1.0,1.0
/eml:eml/dataset/title,0.0,2.0,2.0
