XPath,159.5.xml,159.6.xml,160.3.xml,161.1.xml,161.3.xml
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/numberOfRecords,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0,0.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/distribution/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/distribution/online/url/@function,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,0.0,2.0
/eml:eml/dataset/intellectualRights/para,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,11.0,11.0,11.0,0.0,11.0
/eml:eml/dataset/maintenance,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/maintenance/description/para,6.0,7.0,4.0,2.0,4.0
/eml:eml/dataset/metadataProvider,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/metadataProvider/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/metadataProvider/phone,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0,2.0,0.0,2.0
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project,2.0,2.0,2.0,0.0,2.0
/eml:eml/dataset/project/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/project/abstract/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/funding/para,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/project/personnel/address/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/project/personnel/address/administrativeArea,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/city,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/country,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/project/personnel/address/postalCode,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/electronicMailAddress,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/individualName/givenName,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/individualName/surName,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/phone,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/phone/@phonetype,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/role,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/project/studyAreaDescription/coverage/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/title,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,0.0,2.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/publisher/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/publisher/address/@scope,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,2.0,2.0,2.0,0.0,2.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/publisher/phone,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone/@phonetype,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,2.0,2.0,2.0,0.0,2.0
