XPath,67.15.xml,67.16.xml
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,2,2
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,1,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,2,2
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,2,2
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,20,20
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,20,20
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,1,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,3,3
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1,1
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,1,1
/eml:eml/dataset/dataTable/entityDescription,2,2
/eml:eml/dataset/dataTable/entityName,1,1
/eml:eml/dataset/dataTable/physical/characterEncoding,1,1
/eml:eml/dataset/dataTable/physical/dataFormat,2,2
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,1,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1,1
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,1,1
/eml:eml/dataset/dataTable/physical/distribution/access/@order,1,1
/eml:eml/dataset/dataTable/physical/distribution/access/@scope,1,1
/eml:eml/dataset/dataTable/physical/distribution/access/@system,1,1
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,2,2
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,2,2
/eml:eml/dataset/dataTable/physical/distribution/online/url,1,1
/eml:eml/dataset/dataTable/physical/objectName,1,1
/eml:eml/dataset/distribution,1,1
/eml:eml/dataset/distribution/online/url,1,1
/eml:eml/dataset/intellectualRights,2,2
/eml:eml/dataset/intellectualRights/section/para,1,1
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para,11,11
/eml:eml/dataset/intellectualRights/section/title,1,1
/eml:eml/dataset/keywordSet/keyword,21,21
/eml:eml/dataset/keywordSet/keyword/@keywordType,2,2
/eml:eml/dataset/keywordSet/keywordThesaurus,2,2
/eml:eml/dataset/metadataProvider,1,1
/eml:eml/dataset/metadataProvider/address/administrativeArea,1,1
/eml:eml/dataset/metadataProvider/address/city,1,1
/eml:eml/dataset/metadataProvider/address/country,1,1
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1,1
/eml:eml/dataset/metadataProvider/address/postalCode,1,1
/eml:eml/dataset/metadataProvider/onlineUrl,1,1
/eml:eml/dataset/metadataProvider/organizationName,1,1
/eml:eml/dataset/metadataProvider/phone,1,1
/eml:eml/dataset/metadataProvider/phone/@phonetype,1,1
/eml:eml/dataset/methods,2,2
/eml:eml/dataset/methods/methodStep/citation/article/journal,6,6
/eml:eml/dataset/methods/methodStep/citation/article/pageRange,9,9
/eml:eml/dataset/methods/methodStep/citation/article/volume,9,9
/eml:eml/dataset/methods/methodStep/citation/book/edition,1,1
/eml:eml/dataset/methods/methodStep/citation/book/publisher/address/city,1,1
/eml:eml/dataset/methods/methodStep/citation/book/publisher/organizationName,1,1
/eml:eml/dataset/methods/methodStep/citation/creator/individualName/givenName,26,26
/eml:eml/dataset/methods/methodStep/citation/creator/individualName/surName,25,25
/eml:eml/dataset/methods/methodStep/citation/editedBook/publisher/address/city,1,1
/eml:eml/dataset/methods/methodStep/citation/editedBook/publisher/organizationName,1,1
/eml:eml/dataset/methods/methodStep/citation/language,1,1
/eml:eml/dataset/methods/methodStep/citation/pubDate,10,10
/eml:eml/dataset/methods/methodStep/citation/title,11,11
/eml:eml/dataset/methods/methodStep/description/section/para,14,14
/eml:eml/dataset/methods/methodStep/description/section/title,6,6
/eml:eml/dataset/pubDate,2,2
/eml:eml/dataset/pubPlace,1,1
/eml:eml/dataset/publisher,1,1
/eml:eml/dataset/publisher/address/administrativeArea,1,1
/eml:eml/dataset/publisher/address/city,1,1
/eml:eml/dataset/publisher/address/country,1,1
/eml:eml/dataset/publisher/address/deliveryPoint,1,1
/eml:eml/dataset/publisher/address/postalCode,1,1
/eml:eml/dataset/publisher/onlineUrl,1,1
/eml:eml/dataset/publisher/organizationName,1,1
/eml:eml/dataset/publisher/phone,1,1
/eml:eml/dataset/publisher/phone/@phonetype,1,1
/eml:eml/dataset/shortName,1,1
/eml:eml/dataset/title,2,2
