XPath,HBR_2005_EML,HBR_2007_EML,HBR_2008_EML,HBR_2010_EML,HBR_2015_EML,HBR_2016_EML,HBR_2017_EML,HBR_2018_EML
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2.99,3.11,2.0,11.0,6.04,3.46,1.89,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2.99,3.11,2.0,11.0,6.04,3.46,1.89,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2.99,3.11,2.0,11.0,6.04,3.46,1.89,2.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,3.14,3.11,2.0,11.0,6.04,3.46,1.89,2.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.97,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/alternativeTimeScale/timeScaleAgeEstimate,0.79,0.44,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/alternativeTimeScale/timeScaleName,0.79,0.44,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.09,0.56,1.0,0.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/alternativeTimeScale/timeScaleAgeEstimate,0.86,0.44,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/alternativeTimeScale/timeScaleName,0.86,0.44,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.02,0.56,1.0,0.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.09,0.0,0.0,0.0,0.0,0.12,0.0,0.0
/eml:eml/dataset/creator/@scope,1.78,2.11,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,1.55,2.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.55,2.0,1.0,0.0,2.25,1.59,2.56,1.0
/eml:eml/dataset/creator/address/city,1.55,2.0,1.0,0.0,2.27,1.61,2.56,1.0
/eml:eml/dataset/creator/address/country,1.51,2.0,1.0,0.0,2.25,1.61,2.56,1.0
/eml:eml/dataset/creator/address/deliveryPoint,0.34,3.11,2.0,0.0,2.35,1.64,3.67,1.0
/eml:eml/dataset/creator/address/postalCode,1.42,2.0,1.0,0.0,2.23,1.55,1.89,1.0
/eml:eml/dataset/creator/electronicMailAddress,0.03,2.0,1.0,0.0,0.04,0.01,0.0,1.0
/eml:eml/dataset/creator/individualName/givenName,1.78,2.11,1.0,1.0,2.31,1.65,2.56,1.0
/eml:eml/dataset/creator/individualName/salutation,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/surName,1.78,2.11,1.0,1.0,2.31,1.65,2.56,1.0
/eml:eml/dataset/creator/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/creator/organizationName,1.75,2.11,1.0,1.0,2.31,1.64,2.56,1.0
/eml:eml/dataset/creator/phone,0.37,0.0,0.0,0.0,0.71,1.01,1.0,0.0
/eml:eml/dataset/creator/phone/@phonetype,0.42,0.0,0.0,0.0,0.71,1.01,1.0,0.0
/eml:eml/dataset/creator/positionName,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/dataTable/@scope,1.38,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/para,0.0,0.0,0.0,0.0,0.37,0.3,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/para/literalLayout,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/para,0.03,0.0,0.0,0.0,2.4,1.72,2.89,1.0
/eml:eml/dataset/dataTable/additionalInfo/section/para/literalLayout,2.34,0.44,0.0,2.0,0.0,0.07,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/title,0.38,0.44,0.0,1.0,0.48,0.38,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,16.36,16.56,6.0,21.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,16.36,16.56,6.0,21.0,17.65,15.39,20.78,17.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,0.74,0.0,0.0,0.0,0.88,0.59,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,16.36,16.56,6.0,21.0,17.65,15.39,20.78,17.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.29,0.39,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.29,0.39,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,0.0,0.0,0.0,0.0,0.42,0.61,0.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.0,0.42,0.61,0.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.0,0.0,0.0,0.0,0.9,1.18,2.89,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,0.0,0.0,0.0,1.08,1.45,2.89,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.49,0.44,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.49,0.44,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,0.86,0.89,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.86,1.22,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.59,0.22,0.0,1.0,1.1,0.98,8.44,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,0.59,0.11,0.0,1.0,1.08,0.93,8.44,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.0,0.11,0.0,0.0,0.42,0.02,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.59,0.11,0.0,1.0,0.67,0.96,8.44,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,2.64,1.22,0.0,2.0,0.04,0.01,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,24.42,9.78,0.0,9.0,20.1,8.86,11.0,20.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,24.42,9.78,0.0,9.0,20.1,8.86,11.0,20.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,1.77,1.22,3.0,0.0,1.31,0.91,2.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/pattern,0.02,0.0,0.0,0.0,0.1,0.01,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/source,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,1.18,0.0,0.0,0.0,5.77,2.05,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,1.18,0.0,0.0,0.0,5.77,2.05,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,0.0,1.11,0.0,0.0,0.23,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.0,0.0,2.0,0.0,0.0,2.46,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.0,0.0,2.0,0.0,0.0,2.46,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,10.35,11.67,2.0,17.0,10.98,10.19,4.89,9.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,10.35,3.33,2.0,17.0,9.4,9.8,4.0,9.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,1.17,7.11,0.0,17.0,7.38,6.83,0.33,9.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,9.18,4.56,2.0,0.0,3.6,3.36,4.56,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,7.59,7.22,3.0,18.0,10.27,11.18,6.44,9.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,6.44,7.22,3.0,18.0,10.27,11.18,6.44,9.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/dataTable/entityDescription,1.37,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/dataTable/entityName,1.38,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/dataTable/physical/@scope,1.38,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/characterEncoding,1.36,1.0,1.0,1.0,1.04,1.06,2.89,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.38,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.0,0.0,0.0,0.0,1.06,0.98,2.89,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.09,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.38,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.38,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,1.38,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,0.0,0.0,0.0,0.0,1.1,1.02,2.89,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,0.0,0.0,0.0,0.0,1.1,1.02,2.89,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@scope,0.0,0.0,0.0,0.0,1.1,1.02,2.89,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@system,0.0,0.0,0.0,0.0,1.1,1.02,2.89,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,0.0,0.0,0.0,0.0,2.19,2.04,5.78,2.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,0.0,0.0,0.0,0.0,2.19,2.04,5.78,2.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.38,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.38,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/objectName,1.38,1.0,1.0,1.0,1.1,1.07,2.89,1.0
/eml:eml/dataset/distribution/@scope,0.91,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,0.91,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/para,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para,0.0,0.0,0.0,0.0,1.63,2.68,0.0,1.0
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/itemizedlist/listitem/para/literalLayout,2.35,3.56,4.0,4.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para/emphasis,3.53,5.33,6.0,6.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para/literalLayout,8.82,13.33,15.0,15.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,4.84,5.67,5.0,6.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/title,2.36,3.56,4.0,4.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,5.44,6.89,5.0,20.0,14.48,14.66,11.22,17.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,0.66,0.0,0.0,0.0,14.44,14.64,11.22,15.0
/eml:eml/dataset/keywordSet/keywordThesaurus,0.12,0.0,0.0,0.0,1.92,1.73,2.0,2.0
/eml:eml/dataset/language,0.12,0.0,0.0,0.0,0.02,0.02,0.0,0.0
/eml:eml/dataset/maintenance/description/para,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
/eml:eml/dataset/metadataProvider/@scope,0.52,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,0.52,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,0.52,1.0,1.0,1.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,0.52,1.0,1.0,1.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,0.52,1.0,1.0,1.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1.04,2.0,2.0,2.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/address/postalCode,0.52,1.0,1.0,1.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,0.52,1.0,1.0,1.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,0.52,1.0,1.0,1.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,1.04,2.0,2.0,2.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,1.04,2.0,2.0,2.0,1.0,0.86,1.0,1.0
/eml:eml/dataset/methods/methodStep/citation/@scope,2.67,3.56,1.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/citation/article/issue,1.05,0.0,0.0,1.0,1.73,1.16,0.11,0.0
