XPath,124.2.xml,138.2.xml,139.3.xml,153.2.xml,38.2.xml
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/temporalCoverage/@scope,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/temporalCoverage/references,4.0,0.0,7.0,3.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/physicalLineDelimiter,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,4.0,1.0,9.0,3.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,4.0,1.0,9.0,3.0,1.0
/eml:eml/dataset/distribution/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/section/para/literalLayout,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/section/section/title,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,1.0,20.0,24.0,2.0,1.0
/eml:eml/dataset/keywordSet/keywordThesaurus,0.0,4.0,4.0,1.0,0.0
/eml:eml/dataset/language,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,2.0,1.0,1.0,1.0,2.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/individualName/givenName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/individualName/surName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/positionName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/abstract/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/funding/para/literalLayout,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/givenName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/surName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/role,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/project/title,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/phone/@phonetype,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0
