XPath,143.100.xml,144.100.xml,148.102.xml,154.101.xml,163.101.xml,169.102.xml,175.102.xml
/eml:eml/dataset/associatedParty/phone,3.0,3.0,5.0,2.0,0.0,0.0,2.0
/eml:eml/dataset/associatedParty/phone/@phonetype,2.0,2.0,2.0,2.0,0.0,0.0,2.0
/eml:eml/dataset/associatedParty/role,1.0,1.0,1.0,1.0,0.0,0.0,1.0
/eml:eml/dataset/contact/@scope,0.0,0.0,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/contact/address/@scope,0.0,0.0,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,2.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,2.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,1.0,2.0,1.0,1.0,1.0,2.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,2.0,1.0,1.0,1.0,2.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,2.0,1.0,1.0,1.0,2.0
/eml:eml/dataset/contact/individualName/givenName,1.0,1.0,2.0,1.0,1.0,1.0,2.0
/eml:eml/dataset/contact/individualName/surName,1.0,1.0,2.0,1.0,1.0,1.0,2.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,2.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone,0.0,0.0,2.0,1.0,2.0,2.0,4.0
/eml:eml/dataset/contact/phone/@phonetype,0.0,0.0,1.0,1.0,2.0,2.0,2.0
/eml:eml/dataset/coverage/@scope,0.0,0.0,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.0,0.0,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/@scope,0.0,0.0,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/creator/address/@scope,0.0,0.0,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/organizationName,1.0,1.0,1.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/creator/phone,2.0,2.0,1.0,3.0,2.0,2.0,2.0
/eml:eml/dataset/creator/phone/@phonetype,2.0,2.0,1.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,1.0,1.0,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,1.0,1.0,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,1.0,1.0,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/entityDescription,1.0,1.0,0.0,1.0,1.0,0.0,2.0
/eml:eml/dataset/dataTable/entityName,1.0,1.0,0.0,1.0,1.0,0.0,2.0
/eml:eml/dataset/dataTable/physical/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.0,1.0,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,0.0,1.0,1.0,0.0,2.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,0.0,1.0,1.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/language,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/pubPlace,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0
