XPath,LUQ_2005_EML,LUQ_2009_EML,LUQ_2012_EML,LUQ_2015_EML,LUQ_2016_EML,LUQ_2017_EML,LUQ_2018_EML
/eml:eml/dataset/abstract/para/literalLayout,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,0.0,0.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para/literalLayout,0.0,0.0,0.0,0.38,1.0,1.0,1.0
/eml:eml/dataset/access/@authSystem,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para/literalLayout,0.0,0.0,0.14,0.29,0.75,0.55,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.0,0.0,0.0,0.0,0.64,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.64,1.0
/eml:eml/dataset/associatedParty/@scope,0.0,0.0,0.71,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,0.0,0.0,0.71,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.0,0.0,1.71,2.24,2.0,2.38,1.0
/eml:eml/dataset/associatedParty/address/city,0.0,0.0,1.71,2.36,2.62,2.84,1.0
/eml:eml/dataset/associatedParty/address/country,0.0,0.0,2.0,2.7,2.88,2.87,1.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.0,0.0,1.71,2.35,2.62,2.84,1.0
/eml:eml/dataset/associatedParty/address/postalCode,0.0,0.0,1.71,2.2,2.0,2.38,1.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,0.0,2.0,2.69,3.0,2.87,1.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.0,0.0,2.0,2.7,3.0,2.87,1.0
/eml:eml/dataset/associatedParty/individualName/surName,0.0,0.0,2.0,2.7,3.0,2.87,1.0
/eml:eml/dataset/associatedParty/onlineUrl,0.0,0.0,0.0,0.24,0.88,0.96,0.0
/eml:eml/dataset/associatedParty/organizationName,0.0,0.0,1.57,1.67,0.38,0.31,0.0
/eml:eml/dataset/associatedParty/phone,0.0,0.0,2.14,4.12,3.12,4.36,2.0
/eml:eml/dataset/associatedParty/phone/@phonetype,0.0,0.0,2.14,4.12,3.12,4.36,2.0
/eml:eml/dataset/associatedParty/role,0.0,0.0,2.0,2.7,3.0,2.87,1.0
/eml:eml/dataset/associatedParty/userId,0.0,0.0,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/userId/@directory,0.0,0.0,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/contact/@scope,1.0,1.0,0.71,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,1.0,1.0,0.71,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,0.86,1.0,1.29,1.89,2.38,1.24,1.5
/eml:eml/dataset/contact/address/city,0.95,1.0,1.29,2.0,2.38,1.24,1.5
/eml:eml/dataset/contact/address/country,0.95,1.0,1.29,2.03,2.38,1.24,1.5
/eml:eml/dataset/contact/address/deliveryPoint,1.62,1.6,1.29,2.79,3.12,1.24,1.5
/eml:eml/dataset/contact/address/postalCode,0.95,1.0,1.29,1.89,2.38,1.22,1.5
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.29,2.03,2.38,1.24,1.5
/eml:eml/dataset/contact/individualName/givenName,1.0,1.0,1.29,1.22,1.62,1.24,1.5
/eml:eml/dataset/contact/individualName/surName,1.0,1.0,1.29,1.22,1.62,1.24,1.5
/eml:eml/dataset/contact/onlineUrl,0.1,0.0,0.0,0.89,1.0,0.27,0.5
/eml:eml/dataset/contact/organizationName,0.86,1.0,1.14,1.75,0.75,0.29,0.5
/eml:eml/dataset/contact/phone,1.86,2.0,1.57,3.58,4.25,2.36,3.0
/eml:eml/dataset/contact/phone/@phonetype,1.86,2.0,1.57,3.58,4.25,2.36,3.0
/eml:eml/dataset/contact/positionName,1.0,1.0,0.0,1.0,0.75,0.0,0.0
/eml:eml/dataset/contact/userId,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/contact/userId/@directory,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/coverage/@scope,1.0,1.0,0.43,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,0.57,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,1.0,1.0,0.14,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,1.0,1.0,0.14,3.0,1.75,4.29,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,1.0,1.0,0.14,3.0,1.75,4.29,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.0,1.0,0.14,3.0,1.75,4.29,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,0.14,3.14,1.75,4.29,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,0.14,3.14,1.75,4.29,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,0.14,3.14,1.75,4.29,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,0.14,3.14,1.75,4.29,2.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,0.14,3.14,1.75,4.29,2.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.0,0.0,0.43,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,1.0,1.09,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,1.0,1.09,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.0,0.0,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/creator/@scope,1.0,1.0,0.43,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,1.0,1.0,0.43,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,0.86,1.0,1.14,0.98,1.0,1.0,1.0
/eml:eml/dataset/creator/address/city,0.95,1.0,1.14,1.1,1.0,1.0,1.0
/eml:eml/dataset/creator/address/country,0.95,1.0,1.14,1.12,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,1.67,1.4,1.14,1.08,1.0,1.0,1.0
/eml:eml/dataset/creator/address/postalCode,0.95,1.0,1.14,0.97,1.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,1.0,1.0,1.14,1.12,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.14,1.12,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.14,1.12,1.0,1.0,1.0
/eml:eml/dataset/creator/onlineUrl,0.1,0.0,0.0,0.1,0.0,0.16,0.5
/eml:eml/dataset/creator/organizationName,0.86,1.0,1.14,0.74,0.0,0.11,0.5
/eml:eml/dataset/creator/phone,1.81,2.0,2.0,1.81,1.75,1.95,2.0
/eml:eml/dataset/creator/phone/@phonetype,1.81,2.0,2.0,1.81,1.75,1.95,2.0
/eml:eml/dataset/creator/positionName,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/dataTable/@scope,3.67,3.6,0.29,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,52.05,38.2,0.29,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,51.95,38.0,0.86,65.62,33.88,21.51,78.5
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,52.05,38.2,0.0,65.62,33.88,21.51,78.5
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,52.05,38.0,0.86,65.62,33.88,21.51,78.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,0.0,0.0,4.72,3.0,2.56,3.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,2.71,0.6,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,15.33,0.8,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,38.86,4.0,0.0,68.38,108.0,29.13,23.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,32.62,4.0,0.0,68.38,108.0,29.13,23.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,8.05,6.8,0.86,15.13,5.25,6.47,60.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.0,0.0,0.0,3.04,8.5,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,3.04,8.5,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.0,0.0,0.0,3.45,10.0,1.31,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,3.45,10.0,1.31,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,25.95,29.8,0.0,35.26,19.38,10.75,12.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,2.43,21.8,0.0,8.2,7.62,2.89,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.86,1.0,0.0,8.59,7.75,4.09,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,25.1,28.8,0.0,26.68,11.62,6.65,11.5
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,27.19,34.8,0.0,4.69,1.5,6.13,6.5
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,27.19,34.8,0.0,4.69,1.5,6.13,6.5
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.0,0.0,0.0,30.36,14.5,10.76,66.5
/eml:eml/dataset/dataTable/coverage/@scope,3.67,3.6,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/@scope,3.67,3.6,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,0.0,1.33,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,0.0,1.33,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,0.0,1.33,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,0.0,0.0,1.37,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,0.0,0.0,1.37,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,0.0,0.0,1.37,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,0.0,0.0,1.37,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/geographicDescription,0.0,0.0,0.0,1.37,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/references,3.67,3.6,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/@id,3.67,3.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/@scope,3.67,3.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,3.67,3.0,0.0,2.66,2.62,2.73,2.5
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,3.67,3.0,0.0,2.66,2.62,2.73,2.5
/eml:eml/dataset/dataTable/coverage/temporalCoverage/singleDateTime/calendarDate,0.0,0.0,0.0,0.92,0.0,0.02,2.0
/eml:eml/dataset/dataTable/entityDescription,3.67,3.6,0.86,4.11,2.62,2.75,4.5
/eml:eml/dataset/dataTable/entityName,3.67,3.6,0.86,4.11,2.62,2.75,4.5
/eml:eml/dataset/dataTable/method/methodStep/description/para/literalLayout,3.67,3.6,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/samplingDescription/section/para/literalLayout,3.67,3.2,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/@scope,3.67,3.2,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/@scope,3.67,3.2,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/references,3.67,3.2,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/temporalCoverage/@scope,3.67,3.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/temporalCoverage/references,3.67,3.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.06,1.5,0.09,0.0
/eml:eml/dataset/dataTable/methods/methodStep/instrumentation,0.0,0.0,0.0,0.0,0.12,0.0,0.0
/eml:eml/dataset/dataTable/physical/@scope,3.67,3.6,0.29,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,3.67,3.6,0.86,4.11,2.62,2.75,4.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.0,0.0,0.0,3.82,2.62,2.75,4.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,3.67,3.6,0.71,4.11,2.62,2.75,4.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/physicalLineDelimiter,3.67,3.6,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,3.67,3.6,0.0,4.11,2.5,2.67,4.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,3.67,3.6,0.86,4.11,2.62,2.75,4.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.0,0.0,0.14,0.16,0.0,0.09,0.0
/eml:eml/dataset/dataTable/physical/distribution/@scope,3.67,3.6,0.29,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,3.67,3.6,0.86,4.11,2.62,2.75,4.5
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,3.67,3.6,0.29,2.05,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/objectName,3.67,3.6,0.86,4.11,2.62,2.75,4.5
/eml:eml/dataset/dataTable/physical/size,0.0,0.0,0.0,1.54,2.62,2.75,4.5
/eml:eml/dataset/distribution/@scope,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,0.57,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/section/para/literalLayout,2.0,2.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/section/title,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,15.43,11.0,0.0,21.24,15.62,13.31,6.5
/eml:eml/dataset/keywordSet/keywordThesaurus,0.76,1.8,0.0,3.73,2.0,2.0,1.5
/eml:eml/dataset/language,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance/description/para/literalLayout,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/@scope,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,0.86,1.0,0.0,0.7,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/address/city,0.95,1.0,0.0,0.7,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/address/country,0.95,1.0,0.0,0.7,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1.62,1.4,0.0,0.7,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/address/postalCode,0.95,1.0,0.0,0.08,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,0.0,0.7,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/individualName/givenName,1.0,1.0,0.0,0.7,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/individualName/surName,1.0,1.0,0.0,0.7,0.62,0.33,0.0
/eml:eml/dataset/metadataProvider/onlineUrl,0.1,0.0,0.0,0.02,0.0,0.05,0.0
/eml:eml/dataset/metadataProvider/organizationName,0.86,1.0,0.0,0.62,0.0,0.07,0.0
/eml:eml/dataset/metadataProvider/phone,1.9,2.0,0.0,0.75,1.0,0.56,0.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,1.9,2.0,0.0,0.75,1.0,0.56,0.0
/eml:eml/dataset/metadataProvider/positionName,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.97,1.75,1.02,1.0
/eml:eml/dataset/methods/methodStep/instrumentation,0.0,0.0,0.0,0.05,0.0,0.16,0.0
/eml:eml/dataset/methods/qualityControl/description/para/literalLayout,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/project/@scope,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/abstract/para/literalLayout,0.95,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/funding/para/literalLayout,1.0,0.6,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/@scope,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/individualName/givenName,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/individualName/surName,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/role,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/title,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/pubDate,0.0,0.0,0.0,0.42,1.0,1.0,1.0
/eml:eml/dataset/pubPlace,0.0,0.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/@scope,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/deliveryPoint,2.0,2.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/electronicMailAddress,1.0,1.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/individualName/givenName,0.0,0.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/individualName/surName,0.0,0.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,0.0,0.62,0.12,0.0,0.0
/eml:eml/dataset/publisher/phone,2.0,2.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/publisher/phone/@phonetype,2.0,2.0,0.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/purpose/para/literalLayout,0.0,0.0,0.0,0.01,0.12,0.13,0.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,0.62,0.0,0.0,0.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Number of Records,21.0,5.0,7.0,393.0,8.0,55.0,2.0
