XPath,154.1.xml,155.1.xml,156.1.xml
/eml:eml/dataset/dataTable/entityDescription,2,2,2
/eml:eml/dataset/dataTable/entityName,1,1,1
/eml:eml/dataset/dataTable/physical/dataFormat,2,2,2
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1,1,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1,1,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1,1,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1,1,1
/eml:eml/dataset/dataTable/physical/distribution/online/url,1,1,1
/eml:eml/dataset/dataTable/physical/objectName,1,1,1
/eml:eml/dataset/distribution,1,1,1
/eml:eml/dataset/distribution/online/url,1,1,1
/eml:eml/dataset/intellectualRights,2,2,2
/eml:eml/dataset/intellectualRights/section/para,2,2,2
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para,2,2,2
/eml:eml/dataset/intellectualRights/section/title,2,2,2
/eml:eml/dataset/keywordSet/keyword,51,51,51
/eml:eml/dataset/keywordSet/keywordThesaurus,1,1,1
/eml:eml/dataset/language,1,1,1
/eml:eml/dataset/maintenance,1,1,1
/eml:eml/dataset/maintenance/description/para,1,1,1
/eml:eml/dataset/metadataProvider,1,1,1
/eml:eml/dataset/metadataProvider/address/administrativeArea,1,1,1
/eml:eml/dataset/metadataProvider/address/city,1,1,1
/eml:eml/dataset/metadataProvider/address/country,1,1,1
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1,1,1
/eml:eml/dataset/metadataProvider/address/postalCode,1,1,1
/eml:eml/dataset/metadataProvider/electronicMailAddress,1,1,1
/eml:eml/dataset/metadataProvider/organizationName,1,1,1
/eml:eml/dataset/metadataProvider/phone,1,1,1
/eml:eml/dataset/metadataProvider/phone/@phonetype,1,1,1
/eml:eml/dataset/metadataProvider/positionName,1,1,1
/eml:eml/dataset/methods,2,2,2
/eml:eml/dataset/methods/methodStep/description/section/para,2,2,2
/eml:eml/dataset/pubDate,2,2,2
/eml:eml/dataset/pubPlace,1,1,1
/eml:eml/dataset/publisher,1,1,1
/eml:eml/dataset/publisher/address/administrativeArea,1,1,1
/eml:eml/dataset/publisher/address/city,1,1,1
/eml:eml/dataset/publisher/address/country,1,1,1
/eml:eml/dataset/publisher/address/deliveryPoint,1,1,1
/eml:eml/dataset/publisher/address/postalCode,1,1,1
/eml:eml/dataset/publisher/electronicMailAddress,2,2,2
/eml:eml/dataset/publisher/organizationName,1,1,1
/eml:eml/dataset/publisher/phone,1,1,1
/eml:eml/dataset/publisher/phone/@phonetype,1,1,1
/eml:eml/dataset/title,2,2,2
